course,type/info,day+time,location,enrollment,Instructor

ENCH&nbsp; 322 - 004&nbsp;&nbsp; Chem Bond: Comp &amp; Spectro.,Queen's University | 2022 Winter | Tutorial,We 20:30 - 21:30,TBA,0,Staff

GREK&nbsp; 322 - 001&nbsp;&nbsp; Greek Verse,Queen's University | 2022 Winter | Seminar,Mo 11:30 - 12:30,JOHN WATSON RM522,3,"Rioual,Gaelle"

LATN&nbsp; 322 - 001&nbsp;&nbsp; Latin Verse,Queen's University | 2022 Winter | Seminar,Mo 08:30 - 09:30,JOHN WATSON RM522,6,"Poletti,Beatrice"

RELS&nbsp; 322 - 001&nbsp;&nbsp; Yoga in India and the West,Queen's University | 2022 Winter | Lecture / Seminar,We 11:30 - 14:30,KINES &amp; HLTH RM101,91,"Simonds,Colin"

RELS&nbsp; 322 - 002&nbsp;&nbsp; Yoga in India and the West,Queen's University | 2022 Winter | Tutorial,Tu 18:30 - 21:30,TBA,28,"Simonds,Colin"

RELS&nbsp; 322 - 003&nbsp;&nbsp; Yoga in India and the West,Queen's University | 2022 Winter | Tutorial,We 18:30 - 21:30,TBA,32,"Simonds,Colin"

RELS&nbsp; 322 - 004&nbsp;&nbsp; Yoga in India and the West,Queen's University | 2022 Winter | Tutorial,Th 18:30 - 21:30,TBA,31,"Simonds,Colin"

CHEE&nbsp; 323 - 001&nbsp;&nbsp; Industrial Catalysis,Queen's University | 2022 Winter | Lecture,We 13:30 - 14:30,JEFFERY RM234,41,"Hutchinson,Robin A"

CHEE&nbsp; 323 - 002&nbsp;&nbsp; Industrial Catalysis,Queen's University | 2022 Winter | Tutorial,Fr 08:30 - 09:30,JEFFERY RM234,41,"Hutchinson,Robin A"

CHEM&nbsp; 323 - 001&nbsp;&nbsp; Biological Chemistry,Queen's University | 2022 Winter | Lecture,Mo 13:30 - 14:30,MILLER RM201,74,"Ross,Avena"

COMM&nbsp; 323 - 001&nbsp;&nbsp; Corporate Financial Planning,Queen's University | 2022 Winter | Lecture,Tu 10:00 - 11:30,GOODES RM 101,20,"Cannon,William T"

DRAM&nbsp; 323 - 001&nbsp;&nbsp; Practical Concerns in Directing,Queen's University | 2022 Winter | Practicum,We 08:30 - 10:00,THEOLOGICAL RM118,24,"Renyk,Grahame"

DRAM&nbsp; 323 - 002&nbsp;&nbsp; Practical Concerns in Directing,Queen's University | 2022 Winter | Laboratory,We 10:00 - 11:30,THEOLOGICAL RM118,24,"Renyk,Grahame"

ENCH&nbsp; 323 - 001&nbsp;&nbsp; Biological Chemistry,Queen's University | 2022 Winter | Lecture,Mo 13:30 - 14:30,MILLER RM201,74,"Ross,Avena"

MECH&nbsp; 323 - 001&nbsp;&nbsp; Machine Design I,Queen's University | 2022 Winter | Lecture,Tu 15:30 - 16:30,ETHERINGTON AUD,174,"Strong,David"

MECH&nbsp; 323 - 002&nbsp;&nbsp; Machine Design I,Queen's University | 2022 Winter | Tutorial,Th 11:30 - 12:30,STIRLING AUD,174,"Strong,David"

MECH&nbsp; 323 - 003&nbsp;&nbsp; Machine Design I,Queen's University | 2022 Winter | Laboratory,Fr 08:30 - 10:30,ELLIS RM321,72,"Strong,David"

MECH&nbsp; 323 - 004&nbsp;&nbsp; Machine Design I,Queen's University | 2022 Winter | Laboratory,Fr 08:30 - 10:30,ELLIS RM321,72,"Strong,David"

MECH&nbsp; 323 - 005&nbsp;&nbsp; Machine Design I,Queen's University | 2022 Winter | Laboratory,Mo 12:30 - 14:30,ELLIS RM324,102,"Strong,David"

MECH&nbsp; 323 - 006&nbsp;&nbsp; Machine Design I,Queen's University | 2022 Winter | Laboratory,Mo 12:30 - 14:30,ELLIS RM324,102,"Strong,David"

NSCI&nbsp; 323 - 001&nbsp;&nbsp; Cellular Neuroscience,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 17:30,ELLIS RM321,112,Staff

NSCI&nbsp; 323 - 002&nbsp;&nbsp; Cellular Neuroscience,Queen's University | 2022 Winter | Tutorial,Fr 14:30 - 16:00,ELLIS RM226,58,Staff

NSCI&nbsp; 323 - 003&nbsp;&nbsp; Cellular Neuroscience,Queen's University | 2022 Winter | Tutorial,Fr 16:00 - 17:30,MACKINTOSH-CORRY RM D201,54,Staff

CHEE&nbsp; 324 - 001&nbsp;&nbsp; Organic Process Development,Queen's University | 2022 Winter | Lecture,We 10:30 - 11:30,WALTER LIGHT RM212,19,"Parent,Scott J"

CHEE&nbsp; 324 - 002&nbsp;&nbsp; Organic Process Development,Queen's University | 2022 Winter | Tutorial,Mo 13:30 - 14:30,KINES &amp; HLTH RM106,19,"Parent,Scott J"

CISC&nbsp; 324 - 001&nbsp;&nbsp; Operating Systems,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,ELLIS RM324,55,"Mohammad,Samir"

COMM&nbsp; 324 - 001&nbsp;&nbsp; Investments &amp; Portfolio Management,Queen's University | 2022 Winter | Lecture,Mo 13:00 - 14:30,GOODES RM304,34,"Topaloglu,Selim"

COMM&nbsp; 324 - 002&nbsp;&nbsp; Investments &amp; Portfolio Management,Queen's University | 2022 Winter | Lecture,Mo 16:00 - 17:30,GOODES RM 101,21,"Topaloglu,Selim"

NSCI&nbsp; 324 - 001&nbsp;&nbsp; Systems Neuroscience,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 09:30,BOTTER RM B143,40,"Ferguson,Alastair V,<br>
Scott,Stephen H,<br>
Munoz,Douglas Perry"

NSCI&nbsp; 324 - 002&nbsp;&nbsp; Systems Neuroscience,Queen's University | 2022 Winter | Tutorial,Tu 14:30 - 16:30,KINES &amp; HLTH RM101,40,"Ferguson,Alastair V,<br>
Scott,Stephen H,<br>
Munoz,Douglas Perry"

NURS&nbsp; 324 - 001&nbsp;&nbsp; Nursing Research,Queen's University | 2022 Winter | Lecture,Th 12:30 - 15:30,WALTER LIGHT RM205,165,"Galica,Jacqueline"

CISC&nbsp; 325 - 001&nbsp;&nbsp; Human-Computer Interaction,Queen's University | 2022 Winter | Lecture,Tu 12:30 - 13:30,WALTER LIGHT RM205,171,"Nabil,Sara"

CMPE&nbsp; 325 - 001&nbsp;&nbsp; Human-Computer Interaction,Queen's University | 2022 Winter | Lecture,Tu 12:30 - 13:30,WALTER LIGHT RM205,171,"Nabil,Sara"

GNDS&nbsp; 325 - 001&nbsp;&nbsp; Indigenous Meanings of Reproduction and Health,Queen's University | 2022 Winter | Lecture,Fr 11:30 - 14:30,TBA,55,"Lawford,Karen"

NURS&nbsp; 325 - 001&nbsp;&nbsp; Psychiatric Mental Health Nursing,Queen's University | 2022 Winter | Lecture,Fr 08:30 - 10:30,Law Building RM4,41,"Smith,Mary"

CHEM&nbsp; 326 - 001&nbsp;&nbsp; Environmental and Green Chemistry,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,DUPUIS RM215,61,"Brown,Stephen"

CISC&nbsp; 326 - 001&nbsp;&nbsp; Game Architecture,Queen's University | 2022 Winter | Lecture,Mo 12:30 - 13:30,CHERNOFF AUD,226,"Adams,Bram Mark"

CISC&nbsp; 326 - 002&nbsp;&nbsp; Game Architecture,Queen's University | 2022 Winter | Tutorial,Fr 09:30 - 11:30,JEFFERY RM127,128,"Adams,Bram Mark"

CISC&nbsp; 326 - 003&nbsp;&nbsp; Game Architecture,Queen's University | 2022 Winter | Tutorial,Tu 09:30 - 11:30,KINGSTON RM101,98,"Adams,Bram Mark"

COMM&nbsp; 326 - 001&nbsp;&nbsp; Private Equity,Queen's University | 2022 Winter | Lecture,Mo 10:00 - 11:30,GOODES RM102,54,"Dudley,Evan"

ENCH&nbsp; 326 - 001&nbsp;&nbsp; Environmental&amp;Green Chemistry,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,DUPUIS RM215,61,"Brown,Stephen"

LLCU&nbsp; 327 - 001&nbsp;&nbsp; Sickness and Health - Cultural Representations in Medical Discourse,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 10:00,KINGSTON RM313,35,"Arndt,Christiane"

COMM&nbsp; 328 - 001&nbsp;&nbsp; International Finance,Queen's University | 2022 Winter | Lecture,Tu 13:00 - 14:30,GOODES RM 103,12,"Topaloglu,Selim"

COMM&nbsp; 328 - 002&nbsp;&nbsp; International Finance,Queen's University | 2022 Winter | Lecture,Tu 16:00 - 17:30,GOODES RM 103,39,"Topaloglu,Selim"

"LLCU&nbsp; 328 - 001&nbsp;&nbsp; Gender, Development and Film in Latin America",Queen's University | 2022 Winter | Seminar,Mo 08:30 - 10:00,KINGSTON RM204,21,"Mennell,Jan D"

COMM&nbsp; 329 - 001&nbsp;&nbsp; Management Of Financial Institutions,Queen's University | 2022 Winter | Lecture,Tu 13:00 - 14:30,GOODES RM 101,23,"Cannon,William T"

PHIL&nbsp; 329 - 001&nbsp;&nbsp; Early Modern Philosophy,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 13:00,NICOL RM321,40,"Miller,Jon A"

EMPR&nbsp; 330 - 001&nbsp;&nbsp; Strategic HR Management:&nbsp; Building High Performance Workplaces,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,DUNNING RM11,29,"Fisk,Glenda"

PSYC&nbsp; 330 - 001&nbsp;&nbsp; Selected Topics in Clinical Psychology,Queen's University | 2022 Winter | Lecture,Mo 16:00 - 17:30,HUMPHREY RM223,23,"Bowie,Christopher R"

PSYC&nbsp; 330 - 002&nbsp;&nbsp; Selected Topics in Clinical Psychology,Queen's University | 2022 Winter | Laboratory,Tu 11:30 - 13:00,HUMPHREY RM223,23,"Bowie,Christopher R"

BIOL&nbsp; 331 - 001&nbsp;&nbsp; Analytical Genomics,Queen's University | 2022 Winter | Lecture,We 17:30 - 19:30,MILLER RM105,88,"diCenzo,George Colin,<br>
Aristizabal,Maria,<br>
Klepa,Milena Serenato"

BIOL&nbsp; 331 - 002&nbsp;&nbsp; Analytical Genomics,Queen's University | 2022 Winter | Tutorial,Th 18:30 - 19:30,MILLER RM105,88,"diCenzo,George Colin,<br>
Aristizabal,Maria,<br>
Klepa,Milena Serenato"

CHEE&nbsp; 331 - 001&nbsp;&nbsp; Design of Unit Operations,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:30,MILLER RM201,85,"Docoslis,Aristides,<br>
Hudon,Nicolas"

CHEE&nbsp; 331 - 002&nbsp;&nbsp; Design of Unit Operations,Queen's University | 2022 Winter | Tutorial,We 08:30 - 10:30,DUPUIS RM242,48,"Hudon,Nicolas,<br>
Docoslis,Aristides"

CHEE&nbsp; 331 - 003&nbsp;&nbsp; Design of Unit Operations,Queen's University | 2022 Winter | Tutorial,We 11:30 - 13:30,DUPUIS RM242,37,"Hudon,Nicolas,<br>
Docoslis,Aristides"

CIVL&nbsp; 331 - 001&nbsp;&nbsp; Structural Steel Design,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,DUPUIS RM215,93,"Woods,Joshua Edward"

CIVL&nbsp; 331 - 002&nbsp;&nbsp; Structural Steel Design,Queen's University | 2022 Winter | Tutorial,Fr 12:30 - 14:00,ELLIS RM321,93,"Woods,Joshua Edward"

FREN&nbsp; 331 - 001&nbsp;&nbsp; R�daction et style II,Queen's University | 2022 Winter | Lecture,Tu 10:00 - 11:30,MACINTOSH-CORRY RM D216,40,"Caille,Anne-Renee"

HLTH&nbsp; 331 - 001&nbsp;&nbsp; Advanced Human Nutrition,Queen's University | 2022 Winter | Lecture,Tu 18:30 - 21:30,KINES &amp; HLTH RM100,165,"McGlory,Chris"

KNPE&nbsp; 331 - 001&nbsp;&nbsp; Care and Prevention of Athletic Injuries,Queen's University | 2022 Winter | Lecture,We 14:30 - 15:30,STIRLING RM C,106,"Ross,David M"

KNPE&nbsp; 331 - 002&nbsp;&nbsp; Care and Prevention of Athletic Injuries,Queen's University | 2022 Winter | Laboratory,Th 11:30 - 13:30,KINES &amp; HLTH RM202,33,"Ross,David M"

KNPE&nbsp; 331 - 003&nbsp;&nbsp; Care and Prevention of Athletic Injuries,Queen's University | 2022 Winter | Laboratory,We 15:30 - 17:30,KINES &amp; HLTH RM202,35,"Ross,David M"

KNPE&nbsp; 331 - 004&nbsp;&nbsp; Care and Prevention of Athletic Injuries,Queen's University | 2022 Winter | Laboratory,Tu 11:30 - 13:30,KINES &amp; HLTH RM202,38,"Ross,David M"

MUTH&nbsp; 331 - 001&nbsp;&nbsp; Music Direction for Music Theatre,Queen's University | 2022 Winter | Laboratory,Tu 11:30 - 13:00,HARRISON-LECAINE RM120,13,"Christie,Darrell"

CISC&nbsp; 332 - 001&nbsp;&nbsp; Database Management Systems,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 15:30,STIRLING RM A,140,"Powley,Wendy L"

CMPE&nbsp; 332 - 001&nbsp;&nbsp; Database Management Systems,Queen's University | 2022 Winter | Lecture,Mo 10:30 - 11:30,DUPUIS AUD,189,"Powley,Wendy L"

DRAM&nbsp; 332 - 001&nbsp;&nbsp; Performing with Masks,Queen's University | 2022 Winter | Seminar,We 13:00 - 14:30,THEOLOGICAL ROT,11,"Wanless,Gregory"

DRAM&nbsp; 332 - 002&nbsp;&nbsp; Performing with Masks,Queen's University | 2022 Winter | Practicum,Fr 11:30 - 13:00,THEOLOGICAL ROT,11,"Wanless,Gregory"

ECON&nbsp; 332 - 001&nbsp;&nbsp; Economic History of North America since 1865,Queen's University | 2022 Winter | Lecture,Tu 08:30 - 10:00,STIRLING RM C,132,"Keay,Ian"

MTHE&nbsp; 332 - 001&nbsp;&nbsp; Introduction To Control,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 15:30,JEFFERY RM128,80,"Yuksel,Serdar"

MTHE&nbsp; 332 - 002&nbsp;&nbsp; Introduction To Control,Queen's University | 2022 Winter | Tutorial,Tu 16:30 - 17:30,JEFFERY RM128,80,Staff

MTHE&nbsp; 332 - 003&nbsp;&nbsp; Introduction To Control,Queen's University | 2022 Winter | Laboratory,Fr 14:30 - 16:30,BEAMISH-MUNRO RM326,22,"Pendanathu Rajan,Vishnupriya,<br>
Yuksel,Serdar"

MTHE&nbsp; 332 - 004&nbsp;&nbsp; Introduction To Control,Queen's University | 2022 Winter | Laboratory,Mo 15:30 - 17:30,BEAMISH-MUNRO RM326,19,"Pendanathu Rajan,Vishnupriya,<br>
Yuksel,Serdar"

MTHE&nbsp; 332 - 005&nbsp;&nbsp; Introduction To Control,Queen's University | 2022 Winter | Laboratory,We 11:30 - 13:30,BEAMISH-MUNRO RM326,21,"Yuksel,Serdar,<br>
Pendanathu Rajan,Vishnupriya"

MTHE&nbsp; 332 - 006&nbsp;&nbsp; Introduction To Control,Queen's University | 2022 Winter | Laboratory,Tu 09:30 - 11:30,BEAMISH-MUNRO RM326,18,"Yuksel,Serdar,<br>
Pendanathu Rajan,Vishnupriya"

POLS&nbsp; 332 - 001&nbsp;&nbsp; Post-Communist Politics,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,Law Building RM4,57,"Csergo,Zsuzsa"

PSYC&nbsp; 332 - 001&nbsp;&nbsp; Health Psychology,Queen's University | 2022 Winter | Lecture,Mo 14:30 - 16:00,ELLIS RM324,100,"Tripp,Dean"

"RELS&nbsp; 332 - 001&nbsp;&nbsp; Race, Ethnicity, and Religion",Queen's University | 2022 Winter | Lecture / Seminar,Tu 14:30 - 17:30,KINGSTON RM204,27,"Xavier,Shobhana"

COMM&nbsp; 333 - 001&nbsp;&nbsp; Marketing Strategy,Queen's University | 2022 Winter | Lecture,Mo 13:00 - 14:30,GOODES RM 103,55,"Brower,Jacob"

ELEC&nbsp; 333 - 001&nbsp;&nbsp; Electric Machines,Queen's University | 2022 Winter | Lecture,Mo 12:30 - 13:30,KINGSTON RM200,46,"Whitehall,Sean"

ELEC&nbsp; 333 - 002&nbsp;&nbsp; Electric Machines,Queen's University | 2022 Winter | Tutorial,We 13:30 - 14:30,KINGSTON RM200,46,"Whitehall,Sean"

ELEC&nbsp; 333 - 003&nbsp;&nbsp; Electric Machines,Queen's University | 2022 Winter | Laboratory,Tu 15:30 - 18:30,BEAMISH-MUNRO RM314,19,"Whitehall,Sean"

ELEC&nbsp; 333 - 004&nbsp;&nbsp; Electric Machines,Queen's University | 2022 Winter | Laboratory,Tu 18:30 - 21:30,BEAMISH-MUNRO RM314,21,"Whitehall,Sean"

ELEC&nbsp; 333 - 005&nbsp;&nbsp; Electric Machines,Queen's University | 2022 Winter | Laboratory,Mo 14:30 - 17:30,BEAMISH-MUNRO RM314,6,"Whitehall,Sean"

GEOE&nbsp; 333 - 001&nbsp;&nbsp; Terrain Evaluation,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,MILLER RM105,49,"Harrap,Rob"

GEOE&nbsp; 333 - 002&nbsp;&nbsp; Terrain Evaluation,Queen's University | 2022 Winter | Laboratory,Tu 14:30 - 17:30,BRUCE RM234A,17,"Harrap,Rob"

GEOE&nbsp; 333 - 003&nbsp;&nbsp; Terrain Evaluation,Queen's University | 2022 Winter | Laboratory,Tu 18:30 - 21:30,BRUCE RM234A,17,"Harrap,Rob"

GEOE&nbsp; 333 - 004&nbsp;&nbsp; Terrain Evaluation,Queen's University | 2022 Winter | Laboratory,We 18:30 - 21:30,BRUCE RM234A,15,"Harrap,Rob"

GEOL&nbsp; 333 - 001&nbsp;&nbsp; Terrain Evaluation,Queen's University | 2022 Winter | Lecture,Mo 09:30 - 10:30,MILLER RM105,49,"Harrap,Rob"

GEOL&nbsp; 333 - 002&nbsp;&nbsp; Terrain Evaluation,Queen's University | 2022 Winter | Laboratory,Tu 14:30 - 17:30,BRUCE RM234A,17,"Harrap,Rob"

GEOL&nbsp; 333 - 003&nbsp;&nbsp; Terrain Evaluation,Queen's University | 2022 Winter | Laboratory,Tu 18:30 - 21:30,BRUCE RM234A,17,"Harrap,Rob"

GEOL&nbsp; 333 - 004&nbsp;&nbsp; Terrain Evaluation,Queen's University | 2022 Winter | Laboratory,We 18:30 - 21:30,BRUCE RM234A,15,"Harrap,Rob"

LLCU&nbsp; 333 - 001&nbsp;&nbsp; Acting Out: Sexual and Gender Subversion in Baroque Theatre,Queen's University | 2022 Winter | Lecture,We 10:00 - 11:30,TBA,9,"Thompson,Peter E"

"MECH&nbsp; 333 - 001&nbsp;&nbsp; Gender, Engineering and Technology",Queen's University | 2022 Winter | Lecture,Tu 12:30 - 13:30,ELLIS RM226,17,"Ploeg,Heidi-Lynn"

SPAN&nbsp; 333 - 001&nbsp;&nbsp; Acting Out: Sexual and Gender Subversion in Baroque Theatre,Queen's University | 2022 Winter | Lecture,We 10:00 - 11:30,TBA,9,"Thompson,Peter E"

BIOL&nbsp; 334 - 001&nbsp;&nbsp; Comparative Biochemistry,Queen's University | 2022 Winter | Lecture,We 11:30 - 13:00,TBA,184,"Yates,Susan"

CLST&nbsp; 334 - 001&nbsp;&nbsp; Fourth Century Greece to the Death of Alexander,Queen's University | 2022 Winter | Lecture,Tu 16:00 - 17:30,Law Building RM4,37,"Will,Julianna Katherine"

"HLTH&nbsp; 334 - 001&nbsp;&nbsp; Health, Illness and Society",Queen's University | 2022 Winter | Lecture,Fr 08:30 - 10:30,RICHARDSON LAB RM104,80,"King,Samantha J"

"HLTH&nbsp; 334 - 002&nbsp;&nbsp; Health, Illness and Society",Queen's University | 2022 Winter | Tutorial,Fr 14:30 - 15:30,THEOLOGICAL RM203,19,"King,Samantha J"

"HLTH&nbsp; 334 - 003&nbsp;&nbsp; Health, Illness and Society",Queen's University | 2022 Winter | Tutorial,Fr 13:30 - 14:30,MACINTOSH-CORRY RM A309,20,"King,Samantha J"

"HLTH&nbsp; 334 - 004&nbsp;&nbsp; Health, Illness and Society",Queen's University | 2022 Winter | Tutorial,Fr 12:30 - 13:30,THEOLOGICAL RM209,20,"King,Samantha J"

"HLTH&nbsp; 334 - 005&nbsp;&nbsp; Health, Illness and Society",Queen's University | 2022 Winter | Tutorial,Fr 11:30 - 12:30,THEOLOGICAL RM209,21,"King,Samantha J"

CISC&nbsp; 335 - 001&nbsp;&nbsp; Computer Networks,Queen's University | 2022 Winter | Lecture,Mo 13:30 - 14:30,MACINTOSH-CORRY RM D214,51,"Abdelhamid Elsayed,Sara Abdelaziz"

COMM&nbsp; 335 - 001&nbsp;&nbsp; Marketing Communications,Queen's University | 2022 Winter | Lecture,Mo 18:30 - 21:30,GOODES RM 103,44,"Libitz,Greg"

COMM&nbsp; 335 - 002&nbsp;&nbsp; Marketing Communications,Queen's University | 2022 Winter | Lecture,Tu 16:00 - 17:30,GOODES RM102,51,"Libitz,Greg"

MATH&nbsp; 335 - 001&nbsp;&nbsp; Mathematics of Engineering Systems,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 12:30,JEFFERY RM128,81,"Mansouri,Abdol-Reza"

MATH&nbsp; 335 - 002&nbsp;&nbsp; Mathematics of Engineering Systems,Queen's University | 2022 Winter | Tutorial,Fr 11:30 - 12:30,JEFFERY RM128,81,Staff

MTHE&nbsp; 335 - 001&nbsp;&nbsp; Math Of Engineering Systems,Queen's University | 2022 Winter | Lecture,Tu 11:30 - 12:30,JEFFERY RM128,81,"Mansouri,Abdol-Reza"

MTHE&nbsp; 335 - 002&nbsp;&nbsp; Math Of Engineering Systems,Queen's University | 2022 Winter | Tutorial,Fr 11:30 - 12:30,JEFFERY RM128,81,Staff

MUSC&nbsp; 335 - 001&nbsp;&nbsp; Music Education in the Community,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,HARRISON-LECAINE RM124,19,"Varela,Wynnpaul"

COMM&nbsp; 336 - 001&nbsp;&nbsp; Consumer Behaviour,Queen's University | 2022 Winter | Lecture,Mo 11:30 - 13:00,GOODES RM304,53,"Thomas,Tandy Dayle"

COMM&nbsp; 336 - 002&nbsp;&nbsp; Consumer Behaviour,Queen's University | 2022 Winter | Lecture,Tu 13:00 - 14:30,GOODES RM304,52,"Thomas,Tandy Dayle"

ENPH&nbsp; 336 - 001&nbsp;&nbsp; Solid State Devices,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,STIRLING RM B,70,"Rotenberg,Nir"

ENPH&nbsp; 336 - 002&nbsp;&nbsp; Solid State Devices,Queen's University | 2022 Winter | Tutorial,Mo 10:30 - 11:30,STIRLING RM A,70,"Rotenberg,Nir"

KNPE&nbsp; 336 - 001&nbsp;&nbsp; Community Field Placement in Disability and Physical Activity,Queen's University | 2022 Winter | Seminar,Th 11:30 - 13:00,TBA,22,"Latimer,Amy E,<br>
Corras,Stephanie Ann"

KNPE&nbsp; 336 - 002&nbsp;&nbsp; Community Field Placement in Disability and Physical Activity,Queen's University | 2022 Winter | Practicum,TBA,TBA,22,Staff

PSYC&nbsp; 336 - 001&nbsp;&nbsp; Advanced Adult Clinical Psychology,Queen's University | 2022 Winter | Lecture,Mo 13:00 - 14:30,CHERNOFF RM117,114,"Harkness,Kate"

GPHY&nbsp; 337 - 001&nbsp;&nbsp; Regional Development and Planning,Queen's University | 2022 Winter | Lecture,Mo 13:00 - 14:30,BOTTER RM B143,57,"Letourneau,Marcus"

KNPE&nbsp; 337 - 001&nbsp;&nbsp; Physical Activity Promotion for Children and Youth,Queen's University | 2022 Winter | Lecture,Tu 14:30 - 16:00,KINES &amp; HLTH RM106,35,"Barz,Beth"

KNPE&nbsp; 337 - 002&nbsp;&nbsp; Physical Activity Promotion for Children and Youth,Queen's University | 2022 Winter | Laboratory,Tu 16:00 - 17:30,TBA,35,"Barz,Beth"

MATH&nbsp; 337 - 001&nbsp;&nbsp; Stochastic Models in Operations Research,Queen's University | 2022 Winter | Lecture,Tu 12:30 - 13:30,DUNNING RM14,89,"Murty,Ram P M"

MTHE&nbsp; 337 - 001&nbsp;&nbsp; Intro. To Operations Research,Queen's University | 2022 Winter | Lecture,Tu 12:30 - 13:30,DUNNING RM14,89,"Murty,Ram P M"

ARTF&nbsp; 338 - 001&nbsp;&nbsp; Advanced Programs II,Queen's University | 2022 Winter | Lecture / Laboratory,MoTuWeTh 14:30 - 17:30,ONTARIO RM405,10,"Anweiler,Rebecca"

ARTF&nbsp; 338 - 002&nbsp;&nbsp; Advanced Programs II,Queen's University | 2022 Winter | Lecture / Laboratory,MoTuWeTh 14:30 - 17:30,ONTARIO RM215,7,"Arauz,Alejandro"

ARTF&nbsp; 338 - 003&nbsp;&nbsp; Advanced Programs II,Queen's University | 2022 Winter | Lecture / Laboratory,MoTuWeTh 08:30 - 11:30,ONTARIO RM107,13,"Sellars,Kathleen E"

HIST&nbsp; 339 - 001&nbsp;&nbsp; Jews Without Judaism,Queen's University | 2022 Winter | Seminar,Mo 08:30 - 11:30,KINGSTON RM210,15,"Dueck,Gordon B"

KNPE&nbsp; 339 - 001&nbsp;&nbsp; Advanced Exercise Metabolism,Queen's University | 2022 Winter | Lecture,We 13:00 - 14:30,ELLIS RM226,57,"Gurd,Brendon"

MATH&nbsp; 339 - 001&nbsp;&nbsp; Evolutionary Game Theory,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,BIOSCI RM1102,241,"Morsky,Bryce"

MTHE&nbsp; 339 - 001&nbsp;&nbsp; Evolutionary Game Theory,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 16:30,BIOSCI RM1102,241,"Morsky,Bryce"

CHEE&nbsp; 340 - 001&nbsp;&nbsp; Biomedical Engineering,Queen's University | 2022 Winter | Lecture,Tu 12:30 - 13:30,BOTTER RM B143,70,"Yang,Laurence"

CHEE&nbsp; 340 - 002&nbsp;&nbsp; Biomedical Engineering,Queen's University | 2022 Winter | Tutorial,Mo 09:30 - 10:30,DUPUIS RM217,70,Staff

DEVS&nbsp; 340 - 001&nbsp;&nbsp; Theories of Development,Queen's University | 2022 Winter | Lecture,Mo 15:30 - 17:30,WALTER LIGHT RM205,76,"Kumar,Paritosh"

DEVS&nbsp; 340 - 002&nbsp;&nbsp; Theories of Development,Queen's University | 2022 Winter | Tutorial,We 13:30 - 14:30,MACINTOSH-CORRY RM A311,19,Staff

DEVS&nbsp; 340 - 003&nbsp;&nbsp; Theories of Development,Queen's University | 2022 Winter | Tutorial,We 13:30 - 14:30,MACINTOSH-CORRY RM A309,18,Staff

DEVS&nbsp; 340 - 004&nbsp;&nbsp; Theories of Development,Queen's University | 2022 Winter | Tutorial,Tu 08:30 - 09:30,MACINTOSH-CORRY RM A309,10,Staff

DEVS&nbsp; 340 - 005&nbsp;&nbsp; Theories of Development,Queen's University | 2022 Winter | Tutorial,We 12:30 - 13:30,MACINTOSH-CORRY RM A309,11,Staff

DEVS&nbsp; 340 - 007&nbsp;&nbsp; Theories of Development,Queen's University | 2022 Winter | Tutorial,We 10:30 - 11:30,MACINTOSH-CORRY RM A311,18,Staff

ENIN&nbsp; 340 - 001&nbsp;&nbsp; Topics in Innovation and Entrepreneurship,Queen's University | 2022 Winter | Lecture,We 08:30 - 11:30,BIOSCI 1101,203,"Matrix,Sidneyeve"

ENIN&nbsp; 340 - 101&nbsp;&nbsp; Topics in Innovation and Entrepreneurship,Queen's University | 2022 Winter | Lecture,TBA,TBA,222,"Matrix,Sidneyeve"

GEOE&nbsp; 340 - 001&nbsp;&nbsp; Problems In Geological Engineering,Queen's University | 2022 Winter | Individual Study,TBA,TBA,4,Staff

GEOL&nbsp; 340 - 001&nbsp;&nbsp; Problems In Engr. Geology,Queen's University | 2022 Winter | Individual Study,TBA,TBA,3,Staff

LING&nbsp; 340 - 001&nbsp;&nbsp; Syntax,Queen's University | 2022 Winter | Lecture,Mo 08:30 - 10:00,KINGSTON RM104,26,"Reinholtz,Charlotte"

